Walla Walla University,Error,Eastern Washington,331
time,team_id,description,h_score,a_score
19:48,331,Luka Vulikic missed Jumper.,0,0
19:48,-1,Alec Calloway Defensive Rebound.,0,0
19:29,-1,Jacob Vargas Turnover.,0,0
19:10,-1,Foul on Alec Calloway.,0,0
18:58,331,Mason Peatling made Three Point Jumper. Assisted by Luka Vulikic.,0,3
18:46,-1,Jacob Vargas made Jumper. Assisted by Dylan Browning.,2,3
18:31,331,Benas Griciunas made Layup. Assisted by Bogdan Bliznyuk.,2,5
18:19,-1,Jacob Vargas missed Jumper.,2,5
18:19,331,Benas Griciunas Block.,2,5
18:18,-1,Foul on Dylan Browning.,2,5
18:18,331,Luka Vulikic Defensive Rebound.,2,5
18:05,331,Mason Peatling Turnover.,2,5
17:51,-1,Alec Calloway missed Three Point Jumper.,2,5
17:51,331,Bogdan Bliznyuk Defensive Rebound.,2,5
17:47,331,Bogdan Bliznyuk made Jumper.,2,7
17:37,-1,Alec Calloway made Jumper.,4,7
17:16,331,Sir Washington missed Three Point Jumper.,4,7
17:16,-1,Jacob Vargas Defensive Rebound.,4,7
16:56,331,Foul on Mason Peatling.,4,7
16:51,-1,Michael Isotalo made Three Point Jumper. Assisted by Dylan Browning.,7,7
16:36,331,Bogdan Bliznyuk missed Three Point Jumper.,7,7
16:36,-1,Wesley Burke Defensive Rebound.,7,7
16:23,-1,Dylan Browning Turnover.,7,7
16:03,331,Luka Vulikic missed Jumper.,7,7
16:03,331,Mason Peatling Offensive Rebound.,7,7
15:50,331,Ty Gibson missed Three Point Jumper.,7,7
15:50,-1,Wesley Burke Defensive Rebound.,7,7
15:37,-1,Alijiah Robinson missed Three Point Jumper.,7,7
15:37,331,Bogdan Bliznyuk Defensive Rebound.,7,7
15:32,331,Foul on Bogdan Bliznyuk.,7,7
15:32,331,Bogdan Bliznyuk Turnover.,7,7
15:32,331,Official TV Timeout,7,7
14:59,-1,Dylan Browning made Jumper. Assisted by Michael Isotalo.,9,7
14:45,331,Mason Peatling missed Three Point Jumper.,9,7
14:45,-1,Wesley Burke Defensive Rebound.,9,7
14:36,-1,Dylan Browning missed Jumper.,9,7
14:36,331,Mason Peatling Defensive Rebound.,9,7
14:27,331,Ty Gibson missed Three Point Jumper.,9,7
14:27,331,Mason Peatling Offensive Rebound.,9,7
14:24,-1,Foul on Dylan Browning.,9,7
14:10,331,Sir Washington missed Three Point Jumper.,9,7
14:10,-1,Walla Walla University Defensive Rebound.,9,7
13:53,-1,Jacob Vargas Turnover.,9,7
13:39,-1,Foul on Josh Hager.,9,7
13:39,331,Bogdan Bliznyuk made Free Throw.,9,8
13:39,331,Bogdan Bliznyuk made Free Throw.,9,9
13:23,-1,Jacob Vargas missed Three Point Jumper.,9,9
13:23,331,Jesse Hunt Defensive Rebound.,9,9
13:02,331,Ty Gibson made Three Point Jumper. Assisted by Jesse Hunt.,9,12
12:44,-1,Roy Zavala missed Three Point Jumper.,9,12
12:44,331,Jesse Hunt Defensive Rebound.,9,12
12:34,331,Benas Griciunas missed Layup.,9,12
12:34,-1,Roy Zavala Defensive Rebound.,9,12
12:32,331,Foul on Luka Vulikic.,9,12
12:17,-1,Josh Hager Turnover.,9,12
12:08,-1,Foul on Jacob Vargas.,9,12
11:57,331,Jesse Hunt made Three Point Jumper. Assisted by Benas Griciunas.,9,15
11:36,-1,Jacob Vargas missed Jumper.,9,15
11:36,331,Jesse Hunt Defensive Rebound.,9,15
11:27,331,Benas Griciunas missed Three Point Jumper.,9,15
11:27,-1,Alijiah Robinson Defensive Rebound.,9,15
11:14,-1,Alijiah Robinson made Three Point Jumper. Assisted by Roy Zavala.,12,15
10:58,331,Ty Gibson made Three Point Jumper. Assisted by Luka Vulikic.,12,18
10:28,-1,Roy Zavala missed Three Point Jumper.,12,18
10:28,331,Luka Vulikic Defensive Rebound.,12,18
10:12,331,Luka Vulikic made Jumper. Assisted by Mason Peatling.,12,20
9:46,-1,Josh Hager made Three Point Jumper. Assisted by Joey Inman.,15,20
9:31,331,Luka Vulikic made Jumper.,15,22
9:15,-1,Alijiah Robinson made Jumper. Assisted by Roy Zavala.,17,22
8:56,331,Mason Peatling missed Three Point Jumper.,17,22
8:56,-1,Roy Zavala Defensive Rebound.,17,22
8:33,-1,Josh Hager made Three Point Jumper. Assisted by Roy Zavala.,20,22
8:13,331,Benas Griciunas missed Three Point Jumper.,20,22
8:13,331,Mason Peatling Offensive Rebound.,20,22
8:11,-1,Foul on Joey Inman.,20,22
8:11,331,Official TV Timeout,20,22
7:58,331,Luka Vulikic made Layup.,20,24
7:35,-1,Alec Calloway missed Jumper.,20,24
7:35,331,Bogdan Bliznyuk Defensive Rebound.,20,24
7:28,331,Cody Benzel made Three Point Jumper. Assisted by Bogdan Bliznyuk.,20,27
7:09,-1,Dylan Browning missed Jumper.,20,27
7:09,-1,Alec Calloway Offensive Rebound.,20,27
6:56,-1,Dylan Browning made Layup. Assisted by Alec Calloway.,22,27
6:44,331,Cody Benzel missed Three Point Jumper.,22,27
6:44,-1,Alec Calloway Defensive Rebound.,22,27
6:36,-1,Roy Zavala Turnover.,22,27
6:36,331,Official TV Timeout,22,27
6:24,331,Benas Griciunas Turnover.,22,27
6:23,-1,Alijiah Robinson Steal.,22,27
6:15,-1,Alec Calloway missed Three Point Jumper.,22,27
6:15,-1,Alec Calloway Offensive Rebound.,22,27
6:06,331,Foul on Benas Griciunas.,22,27
6:06,-1,Jacob Vargas missed Free Throw.,22,27
6:06,-1,Walla Walla University Deadball Team Rebound.,22,27
6:06,-1,Jacob Vargas missed Free Throw.,22,27
6:06,331,Mason Peatling Defensive Rebound.,22,27
5:56,331,Bogdan Bliznyuk made Layup.,22,29
5:38,331,Foul on Mason Peatling.,22,29
5:38,-1,Jacob Vargas missed Free Throw.,22,29
5:38,-1,Walla Walla University Deadball Team Rebound.,22,29
5:38,-1,Jacob Vargas made Free Throw.,23,29
5:38,-1,Jacob Vargas made Free Throw.,24,29
5:20,-1,Foul on Jacob Vargas.,24,29
5:20,331,Mason Peatling made Free Throw.,24,30
5:20,331,Mason Peatling made Free Throw.,24,31
4:52,-1,Spencer Woodworth missed Three Point Jumper.,24,31
4:52,331,Jesse Hunt Defensive Rebound.,24,31
4:36,331,Bogdan Bliznyuk missed Layup.,24,31
4:36,-1,Joey Inman Defensive Rebound.,24,31
4:15,-1,Alec Calloway Turnover.,24,31
4:05,-1,Foul on Joey Inman.,24,31
4:05,331,Bogdan Bliznyuk made Free Throw.,24,32
4:05,331,Bogdan Bliznyuk made Free Throw.,24,33
3:44,-1,Alijiah Robinson missed Three Point Jumper.,24,33
3:44,331,Sir Washington Defensive Rebound.,24,33
3:36,331,Ty Gibson missed Three Point Jumper.,24,33
3:36,-1,Wesley Burke Defensive Rebound.,24,33
3:24,-1,Wesley Burke missed Three Point Jumper.,24,33
3:24,331,Eastern Washington Defensive Rebound.,24,33
3:22,331,Official TV Timeout,24,33
3:09,331,Richard Polanco Turnover.,24,33
3:08,-1,Alijiah Robinson Steal.,24,33
2:48,331,Foul on Jesse Hunt.,24,33
2:35,-1,Wesley Burke Turnover.,24,33
2:18,331,Jesse Hunt Turnover.,24,33
2:18,-1,Alijiah Robinson Steal.,24,33
2:08,331,Foul on Sir Washington.,24,33
2:08,-1,Alec Calloway made Free Throw.,25,33
2:08,-1,Alec Calloway made Free Throw.,26,33
1:52,331,Jack Perry made Three Point Jumper. Assisted by Bogdan Bliznyuk.,26,36
1:34,-1,Roy Zavala Turnover.,26,36
1:32,331,Jack Perry Steal.,26,36
1:27,331,Sir Washington made Three Point Jumper. Assisted by Ty Gibson.,26,39
1:12,-1,Alijiah Robinson missed Jumper.,26,39
1:12,331,Jack Perry Defensive Rebound.,26,39
1:04,331,Eastern Washington  Timeout,26,39
0:59,331,Bogdan Bliznyuk Turnover.,26,39
0:59,331,Foul on Bogdan Bliznyuk.,26,39
0:45,-1,Foul on Dylan Browning.,26,39
0:45,-1,Dylan Browning Turnover.,26,39
0:34,331,Jesse Hunt missed Three Point Jumper.,26,39
0:34,-1,Alec Calloway Defensive Rebound.,26,39
0:23,-1,Alijiah Robinson missed Three Point Jumper.,26,39
0:23,331,Jack Perry Defensive Rebound.,26,39
0:10,331,Sir Washington missed Three Point Jumper.,26,39
0:10,-1,Jacob Vargas Defensive Rebound.,26,39
0:07,-1,Walla Walla University  Timeout,26,39
0:00,-1,Alec Calloway missed Layup.,26,39
0:00,331,Luka Vulikic Defensive Rebound.,26,39
0:00,331,End of 1st half,26,39
19:48,-1,Jacob Vargas missed Jumper.,26,39
19:48,331,Benas Griciunas Block.,26,39
19:46,331,Benas Griciunas Defensive Rebound.,26,39
19:38,331,Mason Peatling missed Jumper.,26,39
19:38,-1,Dylan Browning Block.,26,39
19:36,-1,Alec Calloway Defensive Rebound.,26,39
19:19,-1,Dylan Browning Turnover.,26,39
19:02,331,Bogdan Bliznyuk missed Jumper.,26,39
19:02,331,Benas Griciunas Offensive Rebound.,26,39
18:59,331,Benas Griciunas missed Layup.,26,39
18:59,-1,Roy Zavala Defensive Rebound.,26,39
18:53,-1,Jacob Vargas made Three Point Jumper. Assisted by Dylan Browning.,29,39
18:35,331,Mason Peatling missed Three Point Jumper.,29,39
18:35,-1,Alec Calloway Defensive Rebound.,29,39
18:23,-1,Dylan Browning missed Jumper.,29,39
18:23,331,Benas Griciunas Defensive Rebound.,29,39
18:13,331,Luka Vulikic made Layup.,29,41
17:52,-1,Foul on Dylan Browning.,29,41
17:52,-1,Dylan Browning Turnover.,29,41
17:43,-1,Foul on Michael Isotalo.,29,41
17:33,331,Mason Peatling missed Jumper.,29,41
17:33,-1,Michael Isotalo Defensive Rebound.,29,41
17:20,331,Foul on Mason Peatling.,29,41
17:13,-1,Wesley Burke missed Three Point Jumper.,29,41
17:13,331,Luka Vulikic Defensive Rebound.,29,41
17:06,331,Luka Vulikic Turnover.,29,41
17:05,-1,Roy Zavala Steal.,29,41
17:00,-1,Alijiah Robinson missed Jumper.,29,41
17:00,331,Jesse Hunt Block.,29,41
16:59,331,Benas Griciunas Defensive Rebound.,29,41
16:55,-1,Foul on Michael Isotalo.,29,41
16:44,-1,Foul on Jacob Vargas.,29,41
16:29,331,Jesse Hunt missed Three Point Jumper.,29,41
16:29,-1,Roy Zavala Defensive Rebound.,29,41
16:16,-1,Alijiah Robinson Turnover.,29,41
16:15,331,Luka Vulikic Steal.,29,41
16:12,-1,Foul on Wesley Burke.,29,41
16:09,331,Sir Washington made Jumper. Assisted by Luka Vulikic.,29,43
15:57,-1,Wesley Burke missed Three Point Jumper.,29,43
15:57,-1,Joey Inman Offensive Rebound.,29,43
15:43,-1,Roy Zavala missed Three Point Jumper.,29,43
15:43,331,Jesse Hunt Defensive Rebound.,29,43
15:27,331,Luka Vulikic missed Jumper.,29,43
15:27,-1,Wesley Burke Defensive Rebound.,29,43
15:14,331,Foul on Luka Vulikic.,29,43
15:14,331,Official TV Timeout,29,43
15:14,-1,Michael Isotalo missed Free Throw.,29,43
15:14,-1,Walla Walla University Deadball Team Rebound.,29,43
15:14,-1,Michael Isotalo missed Free Throw.,29,43
15:14,331,Benas Griciunas Defensive Rebound.,29,43
14:59,331,Benas Griciunas made Jumper. Assisted by Jesse Hunt.,29,45
14:36,-1,Michael Isotalo missed Layup.,29,45
14:36,331,Ty Gibson Defensive Rebound.,29,45
14:22,331,Ty Gibson Turnover.,29,45
14:19,-1,Michael Isotalo Steal.,29,45
14:13,-1,Josh Hager made Three Point Jumper. Assisted by Wesley Burke.,32,45
13:57,331,Cody Benzel made Three Point Jumper. Assisted by Jesse Hunt.,32,48
13:35,-1,Alijiah Robinson missed Three Point Jumper.,32,48
13:35,-1,Joey Inman Offensive Rebound.,32,48
13:26,331,Foul on Jack Perry.,32,48
13:26,-1,Wesley Burke made Free Throw.,33,48
13:26,-1,Wesley Burke made Free Throw.,34,48
13:16,-1,Foul on Joey Inman.,34,48
13:04,331,Cody Benzel missed Three Point Jumper.,34,48
13:04,-1,Walla Walla University Defensive Rebound.,34,48
12:53,-1,Alec Calloway missed Jumper.,34,48
12:53,331,Ty Gibson Defensive Rebound.,34,48
12:44,331,Richard Polanco made Layup. Assisted by Ty Gibson.,34,50
12:17,-1,Joey Inman missed Layup.,34,50
12:17,331,Ty Gibson Defensive Rebound.,34,50
12:11,-1,Foul on Michael Isotalo.,34,50
12:11,331,Ty Gibson made Free Throw.,34,51
12:11,331,Ty Gibson made Free Throw.,34,52
11:55,331,Foul on Jacob Davison.,34,52
11:55,331,Official TV Timeout,34,52
11:41,-1,Josh Hager missed Three Point Jumper.,34,52
11:41,331,Richard Polanco Defensive Rebound.,34,52
11:36,331,Richard Polanco Turnover.,34,52
11:35,-1,Josh Hager Steal.,34,52
11:28,-1,Alec Calloway made Three Point Jumper.,37,52
11:13,-1,Foul on Alec Calloway.,37,52
11:13,331,Jesse Hunt made Free Throw.,37,53
11:13,331,Jesse Hunt made Free Throw.,37,54
10:58,-1,Josh Hager Turnover.,37,54
10:57,331,Cody Benzel Steal.,37,54
10:49,331,Bogdan Bliznyuk made Jumper.,37,56
10:38,331,Foul on Jacob Davison.,37,56
10:32,-1,Roy Zavala Turnover.,37,56
10:19,-1,Foul on Alec Calloway.,37,56
10:19,331,Bogdan Bliznyuk missed Free Throw.,37,56
10:19,-1,Jacob Vargas Defensive Rebound.,37,56
10:05,-1,Roy Zavala made Layup.,39,56
9:53,331,Cody Benzel missed Three Point Jumper.,39,56
9:53,-1,Walla Walla University Defensive Rebound.,39,56
9:50,331,Official TV Timeout,39,56
9:46,-1,Roy Zavala Turnover.,39,56
9:18,331,Sir Washington missed Three Point Jumper.,39,56
9:18,331,Ty Gibson Offensive Rebound.,39,56
9:12,331,Bogdan Bliznyuk made Jumper.,39,58
8:52,331,Foul on Bogdan Bliznyuk.,39,58
8:52,-1,Alijiah Robinson made Free Throw.,40,58
8:52,-1,Alijiah Robinson made Free Throw.,41,58
8:35,331,Bogdan Bliznyuk made Jumper. Assisted by Sir Washington.,41,60
8:26,-1,Alec Calloway missed Three Point Jumper.,41,60
8:26,-1,Jacob Vargas Offensive Rebound.,41,60
8:23,331,Foul on Benas Griciunas.,41,60
8:23,-1,Alec Calloway made Free Throw.,42,60
8:23,-1,Alec Calloway missed Free Throw.,42,60
8:23,331,Mason Peatling Defensive Rebound.,42,60
7:56,331,Jesse Hunt Turnover.,42,60
7:56,331,Official TV Timeout,42,60
7:44,-1,Jacob Vargas missed Three Point Jumper.,42,60
7:44,331,Luka Vulikic Defensive Rebound.,42,60
7:25,331,Jesse Hunt missed Three Point Jumper.,42,60
7:25,331,Luka Vulikic Offensive Rebound.,42,60
7:22,331,Luka Vulikic missed Layup.,42,60
7:22,331,Luka Vulikic Offensive Rebound.,42,60
7:20,331,Luka Vulikic missed Jumper.,42,60
7:20,-1,Alijiah Robinson Block.,42,60
7:11,331,Jesse Hunt Offensive Rebound.,42,60
7:09,331,Jesse Hunt made Layup.,42,62
7:01,-1,Alijiah Robinson Turnover.,42,62
7:00,331,Mason Peatling Steal.,42,62
6:54,331,Luka Vulikic missed Jumper.,42,62
6:54,331,Mason Peatling Offensive Rebound.,42,62
6:53,331,Mason Peatling made Layup.,42,64
6:46,-1,Roy Zavala made Layup.,44,64
6:35,331,Sir Washington missed Jumper.,44,64
6:35,331,Sir Washington Offensive Rebound.,44,64
6:32,331,Sir Washington made Layup.,44,66
6:12,-1,Roy Zavala missed Layup.,44,66
6:12,331,Luka Vulikic Defensive Rebound.,44,66
6:04,331,Ty Gibson made Three Point Jumper. Assisted by Luka Vulikic.,44,69
5:52,-1,Alijiah Robinson missed Layup.,44,69
5:52,331,Jesse Hunt Block.,44,69
5:52,-1,Walla Walla University Offensive Rebound.,44,69
5:35,-1,Josh Hager missed Three Point Jumper.,44,69
5:35,331,Jesse Hunt Defensive Rebound.,44,69
5:30,331,Ty Gibson missed Three Point Jumper.,44,69
5:30,-1,Josh Hager Defensive Rebound.,44,69
5:16,331,Foul on Mason Peatling.,44,69
5:16,-1,Dylan Browning made Free Throw.,45,69
5:16,-1,Dylan Browning made Free Throw.,46,69
5:03,331,Jack Perry missed Three Point Jumper.,46,69
5:03,331,Jesse Hunt Offensive Rebound.,46,69
4:59,331,Jesse Hunt made Layup.,46,71
4:44,331,Foul on Bogdan Bliznyuk.,46,71
4:44,-1,Wesley Burke made Free Throw.,47,71
4:44,-1,Wesley Burke made Free Throw.,48,71
4:34,331,Cody Benzel missed Three Point Jumper.,48,71
4:34,331,Jesse Hunt Offensive Rebound.,48,71
4:21,331,Bogdan Bliznyuk missed Three Point Jumper.,48,71
4:21,-1,Walla Walla University Defensive Rebound.,48,71
4:01,-1,Wesley Burke missed Three Point Jumper.,48,71
4:01,331,Jesse Hunt Defensive Rebound.,48,71
3:52,331,Jesse Hunt made Layup.,48,73
3:43,-1,Michael Isotalo made Three Point Jumper. Assisted by Wesley Burke.,51,73
3:27,331,Jack Perry made Three Point Jumper. Assisted by Bogdan Bliznyuk.,51,76
3:11,331,Foul on Jesse Hunt.,51,76
3:11,331,Official TV Timeout,51,76
3:11,-1,Dylan Browning missed Free Throw.,51,76
3:11,-1,Walla Walla University Deadball Team Rebound.,51,76
3:11,-1,Dylan Browning made Free Throw.,52,76
3:11,331,Foul on Jesse Hunt.,52,76
3:11,-1,Alec Calloway made Free Throw.,53,76
3:11,-1,Alec Calloway made Free Throw.,54,76
2:59,-1,Foul on Alec Calloway.,54,76
2:59,331,Bogdan Bliznyuk made Free Throw.,54,77
2:59,-1,Walla Walla University  Timeout,54,77
2:59,331,Bogdan Bliznyuk made Free Throw.,54,78
2:47,-1,Dylan Browning made Three Point Jumper. Assisted by Michael Isotalo.,57,78
2:35,331,Luka Vulikic missed Three Point Jumper.,57,78
2:35,-1,Walla Walla University Defensive Rebound.,57,78
2:17,-1,Alijiah Robinson made Layup. Assisted by Joey Inman.,59,78
2:03,331,Luka Vulikic made Jumper.,59,80
1:40,-1,Alijiah Robinson made Jumper.,61,80
1:25,-1,Foul on Alijiah Robinson.,61,80
1:25,331,Bogdan Bliznyuk made Free Throw.,61,81
1:25,331,Bogdan Bliznyuk made Free Throw.,61,82
0:57,331,Jacob Davison missed Three Point Jumper.,61,82
0:57,331,Joshua Thomas Offensive Rebound.,61,82
0:34,331,Joshua Thomas missed Jumper.,61,82
0:34,-1,Alijiah Robinson Defensive Rebound.,61,82
0:04,-1,Josh Hager missed Three Point Jumper.,61,82
0:04,331,Jacob Davison Defensive Rebound.,61,82
0:00,331,End of Game,61,82
